seed,scenario,contamination,delay,static_attack_f1,adaptive_attack_f1,delta,events
7777,hybrid,0.0,5,0.4636363636363636,0.5857740585774058,0.12213769494104221,7
7777,hybrid,0.2,1,0.4636363636363636,0.6933875890132248,0.2297512253768612,7
7777,hybrid,0.2,3,0.4636363636363636,0.6207044673539519,0.15706810371758828,7
7777,hybrid,0.2,5,0.4636363636363636,0.5447541355087242,0.08111777187236058,7
7777,hybrid,0.4,1,0.4636363636363636,0.617438105489774,0.15380174185341033,7
7777,hybrid,0.4,3,0.4636363636363636,0.5437641723356009,0.0801278086992373,7
7777,hybrid,0.4,5,0.4636363636363636,0.5012835472578763,0.03764718362151265,7
7777,hybrid,0.5,1,0.4636363636363636,0.5529517800811177,0.08931541644475405,7
7777,hybrid,0.5,3,0.4636363636363636,0.5250344510794671,0.06139808744310349,7
7777,hybrid,0.5,5,0.4636363636363636,0.47022391615054787,0.006587552514184247,7
